JobID,Quantity,Deadline,OrderID,ProductID,OperationID,Status
fb1e0_5,2,2026-01-15,__export__.mrp_production_5196_b47fb1e0,15017.0,14950.0-_-__export__.mrp_workcenter_63_98a7a00b,Completed
fb1e0_4,2,2026-01-15,__export__.mrp_production_5196_b47fb1e0,15017.0,14950.0-_-__export__.mrp_workcenter_56_d6637dea,Scheduled
fb1e0_3,2,2026-01-15,__export__.mrp_production_5196_b47fb1e0,15017.0,14950.0-_-__export__.mrp_workcenter_54_3f0243e1,Scheduled
fb1e0_2,2,2026-01-15,__export__.mrp_production_5196_b47fb1e0,15017.0,14950.0-_-__export__.mrp_workcenter_66_9f807a30,Scheduled
fb1e0_1,2,2026-01-15,__export__.mrp_production_5196_b47fb1e0,15017.0,14950.0-_-__export__.mrp_workcenter_67_d1ac8ce6,Scheduled
b6492_4,1000,2026-02-24,__export__.mrp_production_5195_4ceb6492,15017.0,15017.0-_-__export__.mrp_workcenter_63_98a7a00b,Scheduled
b6492_3,1000,2026-02-26,__export__.mrp_production_5195_4ceb6492,15017.0,15017.0-_-__export__.mrp_workcenter_56_d6637dea,Scheduled
b6492_2,1000,2026-03-02,__export__.mrp_production_5195_4ceb6492,15017.0,15017.0-_-__export__.mrp_workcenter_66_9f807a30,Scheduled
b6492_1,1000,2026-03-04,__export__.mrp_production_5195_4ceb6492,15017.0,15017.0-_-__export__.mrp_workcenter_67_d1ac8ce6,Scheduled
